title,authors,abstracts,venue,year_token,year,primary_topic,reference_count,citation_count,keywords,venue_cav,venue_iclp,venue_kr,venue_lics,venue_lpnmr,Label
comonadic semantics for guarded fragments.,samson abramsky dan marsden,"in previous work ([1], [2], [3]), it has been shown how a range of model comparison games which play a central role in finite model theory, including ehrenfeucht-fraïssé, pebbling, and bisimulation games, can be captured in terms of resource-indexed comonads on the category of relational structures. moreover, the coalgebras for these comonads capture important combinatorial parameters such as tree-width and tree-depth.the present paper extends this analysis to quantifier-guarded fragments of first-order logic. we give a systematic account, covering atomic, loose and clique guards. in each case, we show that cokleisli morphisms capture winning strategies for duplicator in the existential guarded bisimulation game, while back-and-forth bisimulation, and hence equivalence in the full guarded fragment, is captured by spans of open morphisms. we study the coalgebras for these comonads, and show that they correspond to guarded tree decompositions. we relate these constructions to a syntax-free setting, with a comonad on the category of hypergraphs.",lics,year_2020_2021,2021,"logic, programming, and type systems",28,0,"bisimulation, morphism, fragment (logic), mathematics, tree (set theory), computer science, discrete mathematics, theoretical computer science, programming language, combinatorics",0.0,0.0,0.0,1.0,0.0,1
"strong call-by-value is reasonable, implosively.",beniamino accattoli andrea condoluci claudio sacerdoti coen,"whether the number of β -steps in the λ-calculus can be taken as a reasonable time cost model (that is, polynomially related to the one of turing machines) is a delicate problem, which depends on the notion of evaluation strategy. since the nineties, it is known that weak (that is, out of abstractions) call-by-value evaluation is a reasonable strategy while lévy's optimal parallel strategy, which is strong (that is, it reduces everywhere), is not. the strong case turned out to be subtler than the weak one. in 2014 accattoli and dal lago have shown that strong call-by-name is reasonable, by introducing a new form of useful sharing and, later, an abstract machine with an overhead quadratic in the number of β-steps.here we show that also strong call-by-value evaluation is reasonable for time, via a new abstract machine realizing useful sharing and having a linear overhead. moreover, our machine uses a new mix of sharing techniques, adding on top of useful sharing a form of implosive sharing, which on some terms brings an exponential speed-up. we give examples of families that the machine executes in time logarithmic in the number of β-steps.",lics,year_2020_2021,2021,"logic, programming, and type systems",50,0,"computer science, overhead (engineering), turing machine, logarithm, value (mathematics), turing, quadratic equation, exponential function, mathematical optimization, theoretical computer science, mathematics, algorithm, computation, machine learning, programming language",0.0,0.0,0.0,1.0,0.0,1
in search of lost time: axiomatising parallel composition in process algebras.,luca aceto elli anastasiadi valentina castiglioni anna ingolfsdottir bas luttik,"this survey reviews some of the most recent achievements in the saga of the axiomatisation of parallel composition, along with some classic results. we focus on the recursion, relabelling and restriction free fragment of ccs and we discuss the solutions to three problems that were open for many years. the first problem concerns the status of bergstra and klop's auxiliary operators left merge and communication merge in the finite axiomatisation of parallel composition modulo bisimiliarity: we argue that, under some natural assumptions, the addition of a single auxiliary binary operator to ccs does not yield a finite axiomatisation of bisimilarity. then we delineate the boundary between finite and non-finite axiomatisability of the congruences in van glabbeek's linear time-branching time spectrum over ccs. finally, we present a novel result to the effect that rooted weak bisimilarity has no finite complete axiomatisation over ccs.",lics,year_2020_2021,2021,"logic, programming, and type systems",74,0,"merge (version control), modulo, congruence relation, composition operator, recursion (computer science), composition (language), mathematics, branching (polymer chemistry), process calculus, computer science, pure mathematics, discrete mathematics, algorithm, theoretical computer science, parallel computing, multiplication operator",0.0,0.0,0.0,1.0,0.0,3
axiomatizations and computability of weighted monadic second-order logic.,antonis achilleos mathias ruggaard pedersen,"weighted monadic second-order logic is a weighted extension of monadic second-order logic that captures exactly the behaviour of weighted automata. its semantics is parameterized with respect to a semiring on which the values that weighted formulas output are evaluated. gastin and monmege (2018) gave abstract semantics for a version of weighted monadic second-order logic to give a more general and modular proof of the equivalence of the logic with weighted automata. we focus on the abstract semantics of the logic and we give a complete axiomatization both for the full logic and for a fragment without general sum, thus giving a more fine-grained understanding of the logic. we discuss how common decision problems for logical languages can be adapted to the weighted setting, and show that many of these are decidable, though they inherit bad complexity from the underlying first- and second-order logics. however, we show that a weighted adaptation of satisfiability is undecidable for the logic when one uses the abstract interpretation.",lics,year_2020_2021,2021,semigroups and automata theory,32,0,"decidability, monadic predicate calculus, mathematics, game semantics, undecidable problem, higher-order logic, discrete mathematics, equivalence (formal languages), parameterized complexity, finitary, computer science, semantics (computer science), description logic, algorithm, theoretical computer science, programming language, operational semantics, denotational semantics",0.0,0.0,0.0,1.0,0.0,2
universal semantics for the stochastic λ-calculus.,pedro h. azevedo de amorim dexter kozen radu mardare prakash panangaden michael roberts,we define sound and adequate denotational and operational semantics for the stochastic lambda calculus. these two semantic approaches build on previous work that used an explicit source of randomness to reason about higher-order probabilistic programs.,lics,year_2020_2021,2021,"logic, reasoning, and knowledge",25,0,"denotational semantics, operational semantics, probabilistic logic, semantics (computer science), computer science, randomness, normalisation by evaluation, calculus (dental), simply typed lambda calculus, lambda calculus, typed lambda calculus, theoretical computer science, programming language, mathematics, artificial intelligence",0.0,0.0,0.0,1.0,0.0,1
on the expressive power of homomorphism counts.,albert atserias phokion g. kolaitis wei-lin wu,"a classical result by lovász asserts that two graphs g and h are isomorphic if and only if they have the same left profile, that is, for every graph f, the number of homomorphisms from f to g coincides with the number of homomorphisms from f to h. dvorák and later on dell, grohe, and rattan showed that restrictions of the left profile to a class of graphs can capture several different relaxations of isomorphism, including equivalence in counting logics with a fixed number of variables (which contains fractional isomorphism as a special case) and co-spectrality (i.e., two graphs having the same characteristic polynomial). on the other side, a result by chaudhuri and vardi asserts that isomorphism is also captured by the right profile, that is, two graphs g and h are isomorphic if and only if for every graph f, the number of homomorphisms from g to f coincides with the number of homomorphisms from h to f. in this paper, we embark on a study of the restrictions of the right profile by investigating relaxations of isomorphism that can or cannot be captured by restricting the right profile to a fixed class of graphs. our results unveil striking differences between the expressive power of the left profile and the right profile. we show that fractional isomorphism, equivalence in counting logics with a fixed number of variables, and co-spectrality cannot be captured by restricting the right profile to a class of graphs. in the opposite direction, we show that chromatic equivalence cannot be captured by restricting the left profile to a class of graphs, while, clearly, it can be captured by restricting the right profile to the class of all cliques.",lics,year_2020_2021,2021,advanced algebra and logic,39,0,"homomorphism, mathematics, isomorphism (crystallography), graph isomorphism, combinatorics, equivalence (formal languages), graph homomorphism, expressive power, discrete mathematics, graph, computer science, theoretical computer science, line graph",0.0,0.0,0.0,1.0,0.0,1
categories of nets.,ross duncan,"we present a unified framework for petri nets and various variants, such as pre-nets and kock's whole-grain petri nets. our framework is based on a less well-studied notion that we call σ-nets, which allow fine-grained control over whether each transition behaves according to the collective or individual token philosophy. we describe three forms of execution semantics in which pre-nets generate strict monoidal categories, σ-nets (including whole-grain petri nets) generate symmetric strict monoidal categories, and petri nets generate commutative monoidal categories, all by left adjoint functors. we also construct adjunctions relating these categories of nets to each other, in particular showing that all kinds of net can be embedded in the unifying category of σ-nets, in a way that commutes coherently with their execution semantics.",lics,year_2020_2021,2021,petri nets in system modeling,41,0,"petri net, semantics (computer science), security token, computer science, stochastic petri net, construct (python library), functor, commutative property, net (polyhedron), process architecture, theoretical computer science, monoidal category, programming language, mathematics, discrete mathematics, pure mathematics",0.0,0.0,0.0,1.0,0.0,4
some constructive variants of s4 with the finite model property.,philippe balbiani martin dieguez david fernandez-duque,"the logics cs4 and is4 are intuitionistic variants of the modal logic s4. whether the finite model property holds for each of these logics has been a long-standing open problem. in this paper we introduce two logics closely related to is4: gs4, obtained by adding the gödel-dummett axiom to is4, and s4i, obtained by reversing the roles of the modal and intuitionistic relations. we then prove that cs4, gs4, and s4i all enjoy the finite model property.",lics,year_2020_2021,2021,"logic, reasoning, and knowledge",18,0,"property (philosophy), modal, constructive, axiom, normal modal logic, mathematics, modal logic, pure mathematics, accessibility relation, algebra over a field, computer science, discrete mathematics, epistemology, philosophy, programming language",0.0,0.0,0.0,1.0,0.0,3
a bunched logic for conditional independence.,jialu bao simon docherty justin hsu alexandra silva,"independence and conditional independence are fundamental concepts for reasoning about groups of random variables in probabilistic programs. verification methods for independence are still nascent, and existing methods cannot handle conditional independence. we extend the logic of bunched implications (bi) with a non-commutative conjunction and provide a model based on markov kernels; conditional independence can be directly captured as a logical formula in this model. noting that markov kernels are kleisli arrows for the distribution monad, we then introduce a second model based on the powerset monad and show how it can capture join dependency, a non-probabilistic analogue of conditional independence from database theory. finally, we develop a program logic for verifying conditional independence in probabilistic programs.",lics,year_2020_2021,2021,"logic, reasoning, and knowledge",51,0,"independence (probability theory), monad (category theory), probabilistic logic, conditional independence, computer science, theoretical computer science, markov chain, probabilistic ctl, probabilistic argumentation, programming language, mathematics, algorithm, discrete mathematics, artificial intelligence, machine learning, probabilistic analysis of algorithms, statistics",0.0,0.0,0.0,1.0,0.0,2
minimal taylor algebras as a common framework for the three algebraic approaches to the csp.,libor barto zarathustra brady andrei bulatov marcin kozik dmitriy zhuk,"this paper focuses on the algebraic theory underlying the study of the complexity and the algorithms for the constraint satisfaction problem (csp). we unify, simplify, and extend parts of the three approaches that have been developed to study the csp over finite templates – absorption theory that was used to characterize csps solvable by local consistency methods (jacm’14), and bulatov’s and zhuk’s theories that were used for two independent proofs of the csp dichotomy theorem (focs’17, jacm’20).as the first contribution we present an elementary theorem about primitive positive definability and use it to obtain the starting points of bulatov’s and zhuk’s proofs as corollaries. as the second contribution we propose and initiate a systematic study of minimal taylor algebras. this class of algebras is broad enough so that it suffices to verify the csp dichotomy theorem on this class only, but still is unusually well behaved. in particular, many concepts from the three approaches coincide in the class, which is in striking contrast with the general setting.we believe that the theory initiated in this paper will eventually result in a simple and more natural proof of the dichotomy theorem that employs a simpler and more efficient algorithm, and will help in attacking complexity questions in other csp-related problems.",lics,year_2020_2021,2021,constraint satisfaction and optimization,65,0,"mathematical proof, mathematics, constraint satisfaction problem, class (philosophy), consistency (knowledge bases), algebraic number, constraint satisfaction, algebra over a field, discrete mathematics, pure mathematics, computer science",0.0,0.0,0.0,1.0,0.0,1
constraint satisfaction problems over finite structures.,libor barto william demeo antoine mottet,"we initiate a systematic study of the computational complexity of the constraint satisfaction problem (csp) over finite structures that may contain both relations and operations. we show the close connection between this problem and a natural algebraic question: which finite algebras admit only polynomially many homomorphisms into them?we give some sufficient and some necessary conditions for a finite algebra to have this property. in particular, we show that every finite equationally nontrivial algebra has this property which gives us, as a simple consequence, a complete complexity classification of csps over two-element structures, thus extending the classification for two-element relational structures by schaefer (stoc'78).we also present examples of two-element structures that have bounded width but do not have relational width (2,3), thus demonstrating that, from a descriptive complexity perspective, allowing operations leads to a richer theory.",lics,year_2020_2021,2021,advanced graph theory research,32,0,"constraint satisfaction problem, homomorphism, bounded function, mathematics, algebraic structure, property (philosophy), algebra over a field, element (criminal law), algebraic operation, connection (principal bundle), simple (philosophy), constraint (computer-aided design), relational algebra, perspective (graphical), constraint satisfaction, algebraic number, discrete mathematics, pure mathematics, computer science, relational database",0.0,0.0,0.0,1.0,0.0,3
continuous one-counter automata.,michael blondin tim leys filip mazowiecki philip offtermatt guillermo a. perez,"we study the reachability problem for continuous one-counter automata, coca for short. in such automata, transitions are guarded by upper and lower bound tests against the counter value. additionally, the counter updates associated with taking transitions can be (non-deterministically) scaled down by a nonzero factor between zero and one. our three main results are as follows: (1) we prove that the reachability problem for coca with global upper and lower bound tests is in nc2; (2) that, in general, the problem is decidable in polynomial time; and (3) that it is decidable in the polynomial hierarchy for coca with parametric counter updates and bound tests.",lics,year_2020_2021,2021,formal methods in verification,27,0,"decidability, reachability, upper and lower bounds, reachability problem, automaton, polynomial hierarchy, discrete mathematics, mathematics, combinatorics, computer science, parametric statistics, time complexity, theoretical computer science",0.0,0.0,0.0,1.0,0.0,1
on logics and homomorphism closure.,manuel bodirsky thomas feller simon knauer sebastian rudolph,"predicate logic is the premier choice for specifying classes of relational structures. homomorphisms are key to describing correspondences between relational structures. questions concerning the interdependencies between these two means of characterizing (classes of) structures are of fundamental interest and can be highly non-trivial to answer. we investigate several problems regarding the homomorphism closure (homclosure) of the class of all (finite or arbitrary) models of logical sentences: membership of structures in a sentence's homclosure; sentence homclosedness; homclosure characterizability in a logic; normal forms for homclosed sentences in certain logics. for a wide variety of fragments of first- and second-order predicate logic, we clarify these problems' computational properties.",lics,year_2020_2021,2021,"logic, reasoning, and knowledge",36,0,"homomorphism, predicate (mathematical logic), first-order logic, sentence, closure (psychology), computer science, variety (cybernetics), atomic sentence, mathematics, interdependence, algebra over a field, theoretical computer science, discrete mathematics, artificial intelligence, pure mathematics, programming language",0.0,0.0,0.0,1.0,0.0,3
orbit-finite-dimensional vector spaces and weighted register automata.,mikołaj bojańczyk joanna fijalkow bartek klin joshua moerman,"we develop a theory of vector spaces spanned by orbit-finite sets. using this theory, we give a decision procedure for equivalence of weighted register automata, which are the common generalization of weighted automata and register automata for infinite alphabets. the algorithm runs in exponential time, and in polynomial time for a fixed number of registers. as a special case, we can decide, with the same complexity, language equivalence for unambiguous register automata, which improves previous results in three ways: (a) we allow for order comparisons on atoms, and not just equality; (b) the complexity is exponentially better; and (c) we allow automata with guessing.",lics,year_2020_2021,2021,semigroups and automata theory,32,0,"quantum finite automata, equivalence (formal languages), automaton, finite-state machine, nested word, generalization, discrete mathematics, automata theory, ω-automaton, computer science, continuous spatial automaton, vector space, exponential function, regular language, time complexity, mathematics, theoretical computer science, algorithm, pure mathematics",0.0,0.0,0.0,1.0,0.0,2
on the logical structure of choice and bar induction principles.,nuria brede hugo herbelin,"we develop an approach to choice principles and their contrapositive bar-induction principles as extensionality schemes connecting an ""intensional"" or ""effective"" view of respectively ill- and well-foundedness properties to an ""extensional"" or ""ideal"" view of these properties. after classifying and analysing the relations between different intensional definitions of ill-foundedness and well-foundedness, we introduce, for a domain a, a codomain b and a ""filter"" t on finite approximations of functions from a to b, a generalised form gdcabt of the axiom of dependent choice and dually a generalised bar induction principle gbiabt such that:gdcabtintuitionistically captures the strength of·the general axiom of choice expressed as ∀a∃br(a,b) ⇒ ∃α∀ar(a,α(a))) when t is a filter that derives point-wise from a relation r on a × b without introducing further constraints,·the boolean prime filter theorem / ultrafilter theorem if b is the two-element set \mathbbb (for a constructive definition of prime filter),·the axiom of dependent choice if a = \mathbbn,·weak knig's lemma if a = \mathbbn and b = \mathbbb (up to weak classical reasoning).gbiabtintuitionistically captures the strength ofgödel's completeness theorem in the form validity implies provability for entailment relations if b = \mathbbb (for a constructive definition of validity),·bar induction if a = \mathbbn,·the weak fan theorem if a = \mathbbn and b = \mathbbb.contrastingly, even though gdcabt and gbiabtsmoothly capture several variants of choice and bar induction, some instances are inconsistent, e.g. when a is \mathbbb <sup xmlns:mml=""http://www.w3.org/1998/math/mathml"" xmlns:xlink=""http://www.w3.org/1999/xlink"">\mathbbn</sup> and b is \mathbbn.",lics,year_2020_2021,2021,"logic, reasoning, and knowledge",31,0,"bar (unit), computer science, physics",0.0,0.0,0.0,1.0,0.0,3
a logic for locally complete abstract interpretations.,roberto bruni roberto giacobazzi roberta gori francesco ranzato,"we introduce the notion of local completeness in abstract interpretation and define a logic for proving both the correctness and incorrectness of some program specification. abstract interpretation is extensively used to design sound-by-construction program analyses that over-approximate program behaviours. completeness of an abstract interpretation a for all possible programs and inputs would be an ideal situation for verifying correctness specifications, because the analysis can be done compositionally and no false alert will arise. our first result shows that the class of programs whose abstract analysis on a is complete for all inputs has a severely limited expressiveness. a novel notion of local completeness weakens the above requirements by considering only some specific, rather than all, program inputs and thus finds wider applicability. in fact, our main contribution is the design of a proof system, parameterized by an abstraction a, that, for the first time, combines over- and under-approximations of program behaviours. thanks to local completeness, in a provable triple ⊢a [p ] c [q], the assertion q is an under-approximation of the strongest post-condition post[c](p ) such that the abstractions in a of q and post[c](p ) coincide. this means that q is never too coarse, namely, under mild assumptions, the abstract interpretation of c does not yield false alerts for the input p iff q has no alert. thus, ⊢ a [p ] c [q] not only ensures that all the alerts raised in q are true ones, but also that if q does not raise alerts then c is correct.",lics,year_2020_2021,2021,formal methods in verification,31,0,"correctness, completeness (order theory), abstract interpretation, assertion, parameterized complexity, interpretation (philosophy), computer science, programming language, abstraction, theoretical computer science, ideal (ethics), class (philosophy), program analysis, algorithm, calculus (dental), discrete mathematics, mathematics, artificial intelligence",0.0,0.0,0.0,1.0,0.0,5
initial limit datalog: a new extensible class of decidable constrained horn clauses.,toby cathcart burn luke ong steven ramsay dominik wagner,"we present initial limit datalog, a new extensible class of constrained horn clauses for which the satisfiability problem is decidable.the class may be viewed as a generalisation to higher-order logic (with a simple restriction on types) of the first-order language limit datalog z (a fragment of datalog modulo linear integer arithmetic), but can be instantiated with any suitable background theory.for example, the fragment is decidable over any countable well-quasi-order with a decidable first-order theory, such as natural number vectors under componentwise linear arithmetic, and words of a bounded, context-free language ordered by the subword relation.formulas of initial limit datalog have the property that, under some assumptions on the background theory, their satisfiability can be witnessed by a new kind of term model which we call entwined structures.whilst the set of all models is typically uncountable, the set of all entwined structures is recursively enumerable, and model checking is decidable.",lics,year_2020_2021,2021,"logic, programming, and type systems",34,0,"decidability, datalog, fragment (logic), limit (mathematics), countable set, class (philosophy), satisfiability, discrete mathematics, uncountable set, mathematics, computer science, theoretical computer science, programming language",0.0,0.0,0.0,1.0,0.0,2
higher lenses.,john canning,"we show that total, very well-behaved lenses are not very well-behaved when treated proof-relevantly in the setting of homotopy type theory/univalent foundations. in their place we propose something more well-behaved: higher lenses. such a lens contains an equivalence between the lens's source type and the product of its view type and a remainder type, plus a function from the remainder type to the propositional truncation of the view type. it can equivalently be formulated as a getter function and a proof that its family of fibres is coherently constant, i.e. factors through propositional truncation.we explore the properties of higher lenses. for instance, we prove that higher lenses are equivalent to traditional ones for types that satisfy the principle of uniqueness of identity proofs. we also prove that higher lenses are n-truncated for n-truncated types, using a coinductive characterisation of coherently constant functions.",lics,year_2020_2021,2021,"logic, programming, and type systems",31,0,"mathematics, uniqueness, type (biology), mathematical proof, equivalence (formal languages), remainder, constant (computer programming), lens (geology), pure mathematics, mathematical analysis, discrete mathematics, computer science, arithmetic, optics, geometry, physics",0.0,0.0,0.0,1.0,0.0,4
graphical language with delayed trace: picturing quantum computing with finite memory.,titouan carette marc de visme simon perdrix,"graphical languages, like quantum circuits or zx-calculus, have been successfully designed to represent (memoryless) quantum computations acting on a finite number of qubits. meanwhile, delayed traces have been used as a graphical way to represent finite-memory computations on streams, in a classical setting (cartesian data types). we merge those two approaches and describe a general construction that extends any graphical language, equipped with a notion of discarding, to a graphical language of finite memory computations. in order to handle cases like the zx-calculus, which is complete for post-selected quantum mechanics, we extend the delayed trace formalism beyond the causal case, refining the notion of causality for stream transformers. we design a stream semantics based on stateful morphism sequences and, under some assumptions, show universality and completeness results. finally, we investigate the links of our framework with previous works on cartesian data types, signal flow graphs, and quantum channels with memories.",lics,year_2020_2021,2021,quantum computing algorithms and architecture,33,0,"computer science, theoretical computer science, morphism, computation, qubit, programming language, quantum, mathematics, discrete mathematics",0.0,0.0,0.0,1.0,0.0,2
on linear time decidability of differential privacy for programs with unbounded inputs.,rohit chadha a. prasad sistla mahesh viswanathan,we introduce an automata model for describing interesting classes of differential privacy mechanisms/algorithms that include known mechanisms from the literature. these automata can model algorithms whose inputs can be an unbounded sequence of real-valued query answers. we consider the problem of checking whether there exists a constant d such that the algorithm described by these automata are dϵ-differentially private for all positive values of the privacy budget parameter ϵ. we show that this problem can be decided in time linear in the automaton's size by identifying a necessary and sufficient condition on the underlying graph of the automaton. this paper's results are the first decidability results known for algorithms with an unbounded number of query answers taking values from the set of reals.,lics,year_2020_2021,2021,cryptography and data security,30,0,"decidability, differential privacy, automaton, timed automaton, constant (computer programming), computer science, discrete mathematics, sequence (biology), graph, theoretical computer science, set (abstract data type), mathematics, büchi automaton, time complexity, algorithm, deterministic automaton, programming language",0.0,0.0,0.0,1.0,0.0,1
stochastic processes with expected stopping time.,krishnendu chatterjee laurent doyen,"markov chains are the de facto finite-state model for stochastic dynamical systems, and markov decision processes (mdps) extend markov chains by incorporating non-deterministic behaviors. given an mdp and rewards on states, a classical optimization criterion is the maximal expected total reward where the mdp stops after t steps, which can be computed by a simple dynamic programming algorithm. we consider a natural generalization of the problem where the stopping times can be chosen according to a probability distribution, such that the expected stopping time is t, to optimize the expected total reward. quite surprisingly we establish inter-reducibility of the expected stopping-time problem for markov chains with the positivity problem (which is related to the well-known skolem problem), for which establishing either decidability or undecidability would be a major breakthrough. given the hardness of the exact problem, we consider the approximate version of the problem: we show that it can be solved in exponential time for markov chains and in exponential space for mdps.",lics,year_2020_2021,2021,formal methods in verification,28,0,"markov chain, markov decision process, generalization, mathematical optimization, state space, exponential function, simple (philosophy), markov process, optimal stopping, computer science, mathematics, discrete time and continuous time, applied mathematics, statistics",0.0,0.0,0.0,1.0,0.0,3
symbolic time and space tradeoffs for probabilistic verification.,krishnendu chatterjee wolfgang dvorak monika henzinger alexander svozil,"we present a faster symbolic algorithm for the following central problem in probabilistic verification: compute the maximal end-component (mec) decomposition of markov decision processes (mdps). this problem generalizes the scc decomposition problem of graphs and closed recurrent sets of markov chains. the model of symbolic algorithms is widely used in formal verification and model-checking, where access to the input model is restricted to only symbolic operations (e.g., basic set operations and computation of one-step neighborhood). for an input mdp with n vertices and m edges, the classical symbolic algorithm from the 1990s for the mec decomposition requires o(n <sup xmlns:mml=""http://www.w3.org/1998/math/mathml"" xmlns:xlink=""http://www.w3.org/1999/xlink"">2</sup> ) symbolic operations and o(1) symbolic space. the only other symbolic algorithm for the mec decomposition requires o(n√m ) symbolic operations and o(√m ) symbolic space. the main open question has been whether the worst-case o(n <sup xmlns:mml=""http://www.w3.org/1998/math/mathml"" xmlns:xlink=""http://www.w3.org/1999/xlink"">2</sup> ) bound for symbolic operations can be beaten for mec decomposition computation. in this work, we answer the open question in the affirmative. we present a symbolic algorithm that requires ~o( n <sup xmlns:mml=""http://www.w3.org/1998/math/mathml"" xmlns:xlink=""http://www.w3.org/1999/xlink"">1.5</sup> ) symbolic operations and ~o( √n ) symbolic space. moreover, the parametrization of our algorithm provides a trade-off between symbolic operations and esymbolic space: for all 0 <; ε ≤ 1/2 the symbolic algorithm requires ~o( n <sup xmlns:mml=""http://www.w3.org/1998/math/mathml"" xmlns:xlink=""http://www.w3.org/1999/xlink"">2 - ∈ </sup> ) symbolic operations and ~o( n <sup xmlns:mml=""http://www.w3.org/1998/math/mathml"" xmlns:xlink=""http://www.w3.org/1999/xlink""> ∈ </sup> ) symbolic space (~o(·) hides poly-logarithmic factors).using our techniques we also present faster algorithms for computing the almost-sure winning regions of ω-regular objectives for mdps. we consider the canonical parity objectives for ω-regular objectives, and for parity objectives with d-priorities we present an algorithm that computes the almost-sure winning region with ~o( n <sup xmlns:mml=""http://www.w3.org/1998/math/mathml"" xmlns:xlink=""http://www.w3.org/1999/xlink"">2 - ∈ </sup> ) symbolic operations and ~o( n <sup xmlns:mml=""http://www.w3.org/1998/math/mathml"" xmlns:xlink=""http://www.w3.org/1999/xlink""> ∈ </sup> ) symbolic space, for all 0 <; ε ≤ 1/2. in contrast, previous approaches require either (a) o(n <sup xmlns:mml=""http://www.w3.org/1998/math/mathml"" xmlns:xlink=""http://www.w3.org/1999/xlink"">2</sup> · d) symbolic operations and o(log n) symbolic space; or (b) o(n√m ·d) symbolic operations and ~o( √m ) symbolic space. thus we improve the time-space product from ~o( n <sup xmlns:mml=""http://www.w3.org/1998/math/mathml"" xmlns:xlink=""http://www.w3.org/1999/xlink"">2</sup> ·d ) to ~o( n <sup xmlns:mml=""http://www.w3.org/1998/math/mathml"" xmlns:xlink=""http://www.w3.org/1999/xlink"">2</sup> ).",lics,year_2020_2021,2021,formal methods in verification,42,0,"the symbolic, symbolic computation, probabilistic logic, symbolic execution, discrete mathematics, symbolic dynamics, mathematics, algorithm, computer science, theoretical computer science, combinatorics, pure mathematics, artificial intelligence, programming language",0.0,0.0,0.0,1.0,0.0,1
forbidden induced subgraphs and the łoś-tarski theorem.,yijia chen jorg flum,"let <i xmlns:mml=""http://www.w3.org/1998/math/mathml"" xmlns:xlink=""http://www.w3.org/1999/xlink"">c</i> be a class of finite and infinite graphs that is closed under induced subgraphs. the well-known łoś-tarski theorem from classical model theory implies that <i xmlns:mml=""http://www.w3.org/1998/math/mathml"" xmlns:xlink=""http://www.w3.org/1999/xlink"">c</i> is definable in first-order logic (fo) by a sentence φ if and only if <i xmlns:mml=""http://www.w3.org/1998/math/mathml"" xmlns:xlink=""http://www.w3.org/1999/xlink"">c</i> has a finite set of forbidden induced finite subgraphs. it provides a powerful tool to show nontrivial characterizations of graphs of small vertex cover, of bounded tree-depth, of bounded shrub-depth, etc. in terms of forbidden induced finite subgraphs. furthermore, by the completeness theorem, we can compute from φ the corresponding forbidden induced subgraphs. our results (a) and (b) show that this machinery fails on finite graphs. (a)there is a class of finite graphs that is definable in fo and closed under induced subgraphs but has no finite set of forbidden induced subgraphs. (b)even if we only consider classes <i xmlns:mml=""http://www.w3.org/1998/math/mathml"" xmlns:xlink=""http://www.w3.org/1999/xlink"">c</i> of finite graphs that can be characterized by a finite set of forbidden induced subgraphs such a characterization cannot be computed from an fo-sentence φ that defines <i xmlns:mml=""http://www.w3.org/1998/math/mathml"" xmlns:xlink=""http://www.w3.org/1999/xlink"">c</i> and the size of the characterization cannot be bounded by f(|φ|) for any computable function f.besides their importance in graph theory, our results also significantly strengthen similar known theorems for arbitrary structures.",lics,year_2020_2021,2021,advanced graph theory research,29,0,"bounded function, combinatorics, finite set, mathematics, discrete mathematics, vertex (graph theory), class (philosophy), set (abstract data type), computer science, graph, artificial intelligence",0.0,0.0,0.0,1.0,0.0,2
abstraction in data integration.,tore amble,"data integration provides a unified and abstract view over a set of existing data sources. the typical architecture of a data integration system comprises the global schema, which is the structure for the unified view, the source schema, and the mapping, which is a formal account of how data at the sources relate to the global view. most of the research work on data integration in the last decades deals with the problem of processing a query expressed on the global schema by computing a suitable query over the sources, and then evaluating the latter in order to derive the answers to the original query. here, we address a novel issue in data integration: starting from a query expressed over the sources, the goal is to find an abstraction of such query, i.e., a query over the global schema that captures the original query, modulo the mapping. the goal of the paper is to provide an overview of the notion of abstraction in data integration, by presenting a formal framework, illustrating the results that have appeared in the recent literature, and discussing interesting directions for future research.",lics,year_2020_2021,2021,advanced database systems and queries,30,0,"computer science, data integration, query language, query optimization, schema (genetic algorithms), query expansion, information retrieval, rdf query language, theoretical computer science, web query classification, data mining, web search query",0.0,0.0,0.0,1.0,0.0,3
sd-regular transducer expressions for aperiodic transformations.,luc dartois paul gastin shankara narayanan krishna,"fo transductions, aperiodic deterministic two-way transducers, as well as aperiodic streaming string transducers are all equivalent models for first order definable functions. in this paper, we solve the long standing open problem of expressions capturing first order definable functions, thereby generalizing the seminal sf=ap (star free expressions = aperiodic languages) result of schützenberger. our result also generalizes a lesser known characterization by schützenberger of aperiodic languages by sd-regular expressions (sd=ap). we show that every first order definable function over finite words captured by an aperiodic deterministic two-way transducer can be described with an sd-regular transducer expression (sdrte). an sdrte is a regular expression where kleene stars are used in a restricted way: they can appear only on aperiodic languages which are prefix codes of bounded synchronization delay. sdrtes are constructed from simple functions using the combinators unambiguous sum (deterministic choice), hadamard product, and unambiguous versions of the cauchy product and the k-chained kleene-star, where the star is restricted as mentioned. in order to construct an sdrte associated with an aperiodic deterministic two-way transducer, (i) we concretize schützenberger's sd=ap result, by proving that aperiodic languages are captured by sd-regular expressions which are unambiguous and stabilising; (ii) by structural induction on the unambiguous, stabilising sd-regular expressions describing the domain of the transducer, we construct sdrtes. finally, we also look at various formalisms equivalent to sdrtes which use the function composition, allowing to trade the k-chained star for a 1-star.",lics,year_2020_2021,2021,semigroups and automata theory,25,0,"aperiodic graph, mathematics, bounded function, regular expression, star (game theory), regular language, string (physics), expression (computer science), discrete mathematics, function (biology), combinatorics, pure mathematics, computer science, mathematical analysis, programming language, theoretical computer science, automaton",0.0,0.0,0.0,1.0,0.0,1
