title,authors,abstracts,venue,year_token,year,primary_topic,reference_count,citation_count,keywords,Label
local normal form use algorithmic meta theorem invite talk,nicole schweikardt,invite talk provide personal perspective recent development concern local normal form use algorithmic meta theorem,lics,year_2018_2019,2019,advanced topology set theory,22,0,perspective graphical computer science metaanalysis theoretical computer science calculus dental mathematical economics mathematics artificial intelligence medicine,3
differentiable causal computation via delay trace,david sprunger shin-ya katsumata,investigate causal computation take sequence input sequence output nth output depend first n input model category theory via construction take cartesian category mathbbc another category stmathbbc novel tracelike operation call delay trace miss yank dinaturality axiom usual trace delay trace operation provide feedback mechanism stmathbbc implicit guardedness guarantee mathbbc equip cartesian differential operator construct differential operator st mathbbc use abstract version backpropagation time technique machine learning base unroll function obtain swath property backpropagation time include chain rule schwartz theorem differential operator also able compute derivative stateful network without require network unroll,lics,year_2018_2019,2019,advanced database system query,37,0,trace psycholinguistic computation differentiable function computer science algorithm mathematic pure mathematic philosophy,2
sequent calculus opetope,cedric ho thanh pierre-louis curien samuel mimram,international audience,lics,year_2018_2019,2019,homotopy cohomology algebraic topology,19,0,sequent sequent calculus cutelimination theorem natural deduction formalism music calculus dental algebraic number bijection algebra field zoom mathematics computer science discrete mathematic proof calculu pure mathematic mathematical proof geometry physic,1
quantum hoare logic ghost variable,dominique unruh,quantum hoare logic allow we reason quantum program present extension quantum hoare logic introduce ghost variable extend expressive power prepostcondition ghost variable variable actually occur program allow arbitrary quantum state sense existentially quantify entangle program variable ghost variable allow we express property distribution program variable fact variable classical content case study show quantum hoare logic ghost variable use prove security quantum onetime pad,lics,year_2018_2019,2019,quantum computing algorithm architecture,31,0,hoare logic computer science extension predicate logic quantum separation logic quantum logic theoretical computer science programming language quantum computer quantum mechanic physic,1
nearminimal axiomatisation zxcalculus pure qubit quantum mechanic,renaud vilmart,recent development zxcalculus result complete axiomatisation first approximately universal restriction language whole language main drawback axiom add achieve completeness numerous tedious manipulate lack physical interpretation present paper two complete axiomatisation general zxcalculus believe optimal equation necessary moreover nice physical interpretation introduce singularvalue decomposition zxdiagram use show rule former axiomatisation provable new one,lics,year_2018_2019,2019,quantum computing algorithm architecture,26,0,axiom completeness order theory calculus dental interpretation philosophy mathematic natural deduction qubit computer science algebra field discrete mathematic quantum pure mathematic mathematical analysis quantum mechanic programming language,1
nogo theorem distributive law,maaike zwart dan marsden,monad commonplace computer science compose use beck distributive law unfortunately find distributive law extremely difficult errorprone literature contain principle construct distributive law however general technique establish law exist present two family theorem show distributive law two monad first widely generalize counterexample attribute plotkin cover previous know nogo result specific pair monad include many new result second family entirely novel encompass various new practical situation example negatively resolve open question whether list monad distribute also reveal previously unobserve error literature,lics,year_2018_2019,2019,logic programming type system,45,0,distributive property monad category theory counterexample computer science law mathematical economics mathematic discrete mathematic pure mathematic political science,2
definitional implementation lax logical framework llfp coq support fast loose reasoning,fabio alessi alberto ciaffaglione pietro di gianantonio furio honsell marina lenisa,lax logical framework llfp introduce team include last two author provide conceptual framework integrate different proof development tool thus allow external evidence postpone delegate factoringout side condition particular llfp allow reduce number time proofirrelevant check perform paper give shallow actually definitional implementation llfp coq ie use coq host framework oracle llfp illuminate principle underpin mechanism locktype also suggests possibly extend coq feature llfp derive proof editor put use develop casestudie emerge paradigm logical implementation level call fast loose reasoning follow danielsson et alii 6 paradigm trade efficiency correctness amount postpone run parallel tedious computationally demand check really sure intend goal achieve typical example branchprediction cpus optimistic concurrency control,lics,year_2018_2019,2019,logic programming type system,19,0,correctness concurrency oracle underpin proof assistant logical framework,2
rapid prototype formal system mmt 5 case study,dennis müller florian rabe,logical framework metaformalism syntax semantic object logic relate formal system define allow object logic inherit implementation framework include eg parser type checker module system desire object logic fall outside comfort zone logical framework definition may become cumbersome infeasible therefore mmt system abstract even previous framework assume type system logic allow kernel algorithm customize almost arbitrary set rule particular allow implement standard logical framework like lf mmt without chain user one particular metaformalism user flexibly adapt mmt whenever object logic demand paper present series case study define increasingly complex object logic mmt use elegant declarative logic definition wherever possible inject entirely new rule kernel necessary experience show mmt approach allow deriving prototype implementation diverse formal system easily quickly,lics,year_2018_2019,2019,logic programming type system,30,0,computer science rotation formalism three dimension implementation programming language theoretical computer science description logic mathematic,1
34th annual acmieee symposium logic computer science lic 2019 vancouver bc canada june 2427 2019,noauthor,noabstract,lics,year_2018_2019,2019,notopic,0,0,nokeyword,1
proceeding fourteenth workshop logical framework metalanguage theory practice lfmtplic 2019 vancouver canada 22nd june 2019,noauthor,noabstract,lics,year_2018_2019,2019,notopic,0,0,nokeyword,1
modeltheoretic characterization boolean arithmetic circuit class small depth,arnaud durand anselm haak heribert vollmer,paper give characterization boolean arithmetic circuit class logarithmic depth vein descriptive complexity theory ie boolean class nc1 sac1 ac1 well arithmetic counterpart nc1 sac1 ac1 build immerman characterization constantdepth polynomialsize circuit formulae firstorder logic ie ac0 fo augment logical language operator define relation inductive way consider slight variation new operator obtain uniform characterization three mention boolean class arithmetic class characterize function count win strategy semantic game formulae characterize language correspond boolean class,lics,year_2018_2019,2018,complexity algorithm graph,25,0,boolean circuit boolean function mathematic characterization material science boolean expression twoelement boolean algebra arithmetic parity function stone representation theorem boolean algebras operator biology discrete mathematic andinverter graph class philosophy boolean algebra logarithm algebra field computer science pure mathematics artificial intelligence,2
distributionbase objective markov decision process,s. akshay blaise genest nikhil vyas,consider distributionbase objective markov decision process mdp class objective give rise interesting tradeoff full partial information full observation strategy mdp depend state system similar partial information strategy need account state time,lics,year_2018_2019,2018,formal method verification,41,0,markov decision process computer science markov process markov chain mathematical optimization markov model partially observable markov decision process class philosophy distribution mathematic artificial intelligence machine learn mathematic statistic,3
simple optimal complementation algorithm bchi automata,joel d. allred ulrich ultes-nitsche,complementation bchi automata complex bchi automata general nondeterministic worstcase statespace growth o076nn avoid experiment suggest complementation algorithm perform well average structurally simple present simple algorithm complement bchi automata operate directly subset state structure stateset tuple similar slice produce deterministic automaton complementation procedure apply resemble straightforward complementation algorithm deterministic bchi automata latter algorithm actually special case construction finally prove construction optimal ie upper bind o076nn furthermore calculate 076 factor novel exact way,lics,year_2018_2019,2018,semigroups automata theory,19,0,nondeterministic algorithm automaton complementation simple philosophy algorithm computer science tuple discrete mathematic finitestate machine state computer science combinatoric theoretical computer science mathematic,2
syntax semantic quantitative type theory,robert atkey,present quantitative type theory type theory record usage information variable judgement base previous system mcbride usage information use give realizability semantic use variant linear combinatory algebras refining usual realizability semantic type theory accurately track resource behaviour define semantic term quantitative category family novel extension category family model resource sensitive type theory,lics,year_2018_2019,2018,logic programming type system,39,0,realizability type theory semantic computer science syntax computer science type biology extension predicate logic dependent type operational semantic variable mathematics programming language natural language processing artificial intelligence mathematic lambda calculus,3
definable ellipsoid method sumsofsquare proof isomorphism problem,albert atserias joanna ochremiak,ellipsoid method algorithm solve weak feasibility linear optimization problem convex set make oracle call weak separation problem observe previously know method show reduction do fixedpoint logic counting fpc linear semidefinite program apply family explicitly bound convex set use observation show exact feasibility problem semidefinite program expressible infinitary version fpc corollary get graph isomorphism problem lasserresumsofsquare semidefinite programming hierarchy relaxation collapse sheraliadams linear programming hierarchy small loss degree,lics,year_2018_2019,2018,complexity algorithm graph,25,0,semidefinite programming mathematics corollary bound function ellipsoid method linear programming explain sum square ellipsoid mathematical proof hierarchy oracle regular polygon isomorphism crystallography discrete mathematics convex optimization combinatoric mathematical optimization convex analysis computer science mathematical analysis,2
booleanvalue semantic stochastic calculus,giorgio bacci robert furber dexter kozen radu mardare prakash panangaden dana scott,ordinary untyped calculus theoretic model propose two relate form scott plotkin 1970s recently scott show introduce probability extend model random variable however reason correctness add feature useful reinterpret construction higherorder booleanvalue model involve measure algebra develop semantic extend stochastic calculus suitable modeling simple higherorder probabilistic programming language exhibit number key equation satisfy term language term interpret use continuationstyle semantic additional argument infinite sequence coin tosses serve source randomness also introduce fixpoint operator new syntactic construct reduction turn sound unrestricted term finally develop new notion equality term interpret measure algebra allow one reason term may equal almost everywhere provide new framework reasoning principle probabilistic program higherorder property,lics,year_2018_2019,2018,logic reasoning knowledge,25,0,semantics computer science computer science calculus dental theoretical computer science algebra field programming language mathematic pure mathematic,1
algebraic theory markov process,giorgio bacci radu mardare prakash panangaden gordon plotkin,markov process fundamental model probabilistic transition system underlie semantic probabilistic program give algebraic axiomatisation markov process use framework quantitative equational logic introduce 13 present theory structure way use work hyland et al 9 combine monad take interpolative barycentric algebras 13 capture kantorovich metric combine theory contractive operator give require axiomatisation markov process discrete continuous state space work apart intrinsic interest show one extend general notion combine effect quantitative setting,lics,year_2018_2019,2018,logic programming type system,27,0,markov chain algebraic number computer science markov process algebra field algebraic theory theoretical computer science mathematic pure mathematic machine learn statistic,4
computability beyond churchture via choice sequence,mark bickford liron cohen robert l. constable vincent rahli,churchture computability extend brouwer consider nonlawlike computability form free choice sequence essentially unbounded sequence whose element choose freely ie subject law work develop new type theory bitt extension type theory nuprl proof assistant embed notion choice sequence support evolve nondeterministic nature object require major modification underlie type theory even though construction choice sequence nondeterministic certain choice make must remain consistent ensure bitt use underlie library state store choice create another salient feature bitt use bethlike semantic account dynamic nature choice sequence formally define bitt use interpret validate essential axiom govern choice sequence result provide foundation fully intuitionistic version nuprl,lics,year_2018_2019,2018,computability logic ai algorithm,53,0,computability axiom computer science axiom choice sequence biology extension predicate logic ture type biology theoretical computer science computability theory feature linguistic semantics computer science mathematical economics discrete mathematics mathematics algorithm set theory programming language set abstract datum type,1
black ninjas dark formal analysis population protocol,michael blondin javier esparza stefan jaax antonín kučera,interactive paper preferably read connected internet black ninjas introduce population protocol fundamental model distribute computation recent work author colleague automatic verification,lics,year_2018_2019,2018,distribute control multiagent system,28,0,computer science computation internet population world wide web programming language,2
extensional intensional semantic universe denotational model dependent type,valentin blot jim laird,describe dependent type theory denotational model incorporate intensional extensional semantic universe former term type interpret strategy certain graph game concrete datum structure generalize form latter stable function event domain,lics,year_2018_2019,2018,logic programming type system,31,0,extensional definition computer science graph semantic computer science theoretical computer science programming language geology seismology,1
hybrid dynamic logic hybriddynamic information flow,rose bohrer andré platzer,informationflow security important safety privacy cyberphysical system cpss across many domain information leakage violate user privacy reveal vulnerability physical attack cpss face challenge information flow discrete cyber channel continuous realvalue physical channel range time motion electrical current call hybriddynamic information flow hdif introduce dhl first logic verify hdifs hybriddynamical model cpss logic extend differential dynamic logic dl hybriddynamical system hybridlogical feature explicit program state representation support relational reasoning use information flow argument verify hdif ensure security even strong attacker model wherein attacker observe time physical value continuously present hilbertstyle proof calculus dhl prove sound compare expressive power dhl dl develop hybrid system model base smart electrical grid freedm showcase dhl prove naive model previously unknown information flow vulnerability verify resolve revise model first information flow proof hdifs hybriddynamical model general,lics,year_2018_2019,2018,security verification computing,50,0,computer science information flow theoretical computer science information leakage hybrid system representation politic dynamical system theory cyberphysical system distribute compute computer security,3
computability tractability infinite set,mikołaj bojańczyk szymon toruńczyk,propose definition computable function hereditarily definable set set possibly infinite data structure define use fix underlie logical structure n show suitable assumption underlie structure programming language call definable program capture exactly computable function next introduce complexity class call fixeddimension polynomial time intuitively speak describe polynomial computation hereditarily definable set show complexity class contain function compute definable program suitably define resource bound prove converse inclusion would prove choiceless polynomial time count capture polynomial time finite graph,lics,year_2018_2019,2018,complexity algorithm graph,18,0,computability converse mathematic computable function discrete mathematic complexity class time complexity class philosophy polynomial combinatoric computer science,3
automatonbase criterion membership ctl,udi boker yariv shaulian,computation tree logic ctl widely use formal verification however unlike linear temporal logic ltl connection automata word tree yet fully understand moreover long seek connection ltl ctl still miss know whether common fragment decidable limited necessary condition sufficient condition check whether ltl formula definable ctl,lics,year_2018_2019,2018,formal method verification,41,0,computation tree logic ctl linear temporal logic decidability automaton temporal logic model check computer science theoretical computer science connection principal bundle fragment logic algorithm mathematics programming language,1
sound upto technique complete abstract domain,filippo bonchi pierre ganty roberto giacobazzi dusko pavlovic,abstract interpretation method automatically find invariant program piece code whose semantic give via least fixedpoint upto technique introduce enhancement coinduction abstract principle prove property express via great fixedpoint abstract interpretation always sound definition soundness upto technique need ingenuity prove completeness setting switch upto technique always complete abstract domain work show reasonable assumption evident connection sound upto technique complete abstract domain,lics,year_2018_2019,2018,logic programming type system,60,0,soundness completeness order theory ingenuity interpretation philosophy abstract interpretation computer science sound geography programming language semantic computer science connection principal bundle code set theory fix point calculus dental theoretical computer science algorithm algebra field mathematic pure mathematic epistemology acoustic mathematical analysis philosophy,2
rewrite frobenius,s quartey,string diagram powerful intuitive graphical syntax originate theoretical physics later formalise context symmetric monoidal category recent year find application model various computational structure field diverse computer science physics control theory linguistics biology several proposal transformation system model rewrite rule diagram development require mathematical foundation string diagram rewrite whereas rewrite theory term wellunderstood twodimensional nature string diagram pose quite additional challenge work systematise expand series recent conference paper lay foundation first step focus case rewrite system string diagrammatic theory feature frobenius algebra common structure provide permissive notion composition usual one available monoidal category find many application area concurrency quantum theory electrical circuit notably structure provide exact correspondence syntactic notion string diagrams modulo frobenius structure combinatorial structure hypergraph work introduce combinatorial interpretation string diagram rewrite modulo frobenius structure term doublepushout hypergraph rewrite prove interpretation sound complete also show approach generalise rewrite modulo multiple frobenius structure proof concept show derive result termination strategy interact bialgebras important rewrite theory study quantum circuit signal flow graph,lics,year_2018_2019,2018,security verification computing,68,0,rewrite diagrammatic reasoning string physics modulo frobenius algebra computer science context archaeology algebra field mathematic pure mathematic discrete mathematic theoretical physics physics algebra representation programming language,1
concurrency probability remove confusion compositionally,roberto bruni hernán melgratti ugo montanari,assign satisfactory truly concurrent semantic petri net confusion distribute decision long stand problem especially one want resolve decision draw probability distribution propose general solution base recursive static decomposition occurrence net loci decision call structural branching cell scell scell expose set alternative call transaction solution transform give petri net another net whose transition transaction scell whose place original net auxiliary structure bookkeeping result net confusionfree thus conflict alternative equip probabilistic choice nonintersecte alternative purely concurrent probability distribution independent validity construction witness tight correspondence recursively stop configuration abbe benveniste advantage approach scell define statically locally compositional way ii result net faithfully account concurrency,lics,year_2018_2019,2018,petri net system modeling,0,0,concurrency computer science programming language confusion mathematic psychology,4
high group homotopy type theory,guillaume brunerie,present development theory high group include infinity group connective spectra homotopy type theory infinity group simply loop point connected type group structure come structure inherent identity type martinlf type theory investigate ordinary group viewpoint well high dimensional group group deloope major result stabilization theorem states ntype deloope n 2 time infinite loop type result formalize lean proof assistant,lics,year_2018_2019,2018,algebraic geometry number theory,31,0,mathematics type biology type theory group periodic table homotopy group homotopy infinity bott periodicity theorem pure mathematics loop graph theory regular homotopy combinatoric mathematical analysis physics,1
concurrent game semantic probabilistic pcf,simon castellan pierre clairambault hugo paquet glynn winskel,define new game model probabilistic pcf ppcf enrich thin concurrent game symmetry recently introduce castellan et al probability model support two interpretation ppcf one sequential one parallel make case model exploit causal structure probabilistic concurrent strategy first show strategy obtain ppcf programs deadlockfree interaction therefore deduce interpretationpreserve functor game probabilistic relational model recently prove fully abstract ehrhard et al follow model intensionally fully abstract finally propose definition probabilistic innocence prove finite definability result lead second independent proof full abstraction,lics,year_2018_2019,2018,logic programming type system,37,0,probabilistic logic computer science semantic computer science theoretical computer science abstraction game semantic bisimulation interpretation philosophy deadlock abstract interpretation programming language operational semantic denotational semantics artificial intelligence,2
treedepth quantifier elimination quantifier rank,yijia chen jörg flum,class k finite graph consider follow three statement k bound treedepth ii firstorder logic fo effective generalized quantifier elimination k iii parameterized model check fo k paraac0 prove ii ii iii three statement equivalent k close take subgraph general,lics,year_2018_2019,2018,advanced graph theory research,21,0,quantifier elimination quantifier linguistic parameterized complexity bound function mathematics rank graph theory class philosophy tree set theory combinatoric discrete mathematic computer science artificial intelligence,1
parameterized halting problem linear time hierarchy mrdp theorem,yijia chen moritz müller keita yokoyama,complexity parameterize halting problem nondeterministic ture machine phalt know related question whether logic capture various complexity class 10 among other phalt paraac0 parameterized version circuit complexity class ac0 ac0 equivalently xinvariant fo logic although widely believe phalt paraac0 show problem hard settle establish connection question classical complexity whether ne linh linh denote linear time hierarchy,lics,year_2018_2019,2018,complexity algorithm graph,29,0,parameterize complexity complexity class time hierarchy theorem halting problem polynomial hierarchy nondeterministic algorithm time complexity discrete mathematic hierarchy ture machine structural complexity theory ph dtime descriptive complexity theory mathematic computational complexity theory combinatoric class philosophy computer science quantum complexity theory algorithm universal ture machine artificial intelligence quantum computer,1
inner model univalence,thierry coquand,present simple inner model construction dependent type theory preserve univalence,lics,year_2018_2019,2018,logic programming type system,7,0,computer science,1
high inductive type cubical type theory,thierry coquand simon huber anders mörtberg,cubical type theory provide constructive justification certain aspect homotopy type theory voevodskys univalence axiom make many extensionality principle like function propositional extensionality directly provable theory paper describe constructive semantic express presheaf topos suitable structure inspire cubical set high inductive type also extend cubical type theory syntax higher inductive type sphere torus suspension truncation pushouts type justify semantic judgmental computation rule constructor include high dimensional one universe closed type former,lics,year_2018_2019,2018,homotopy cohomology algebraic topology,30,0,extensionality type theory topos theory mathematics type biology constructive axiom pure mathematics algebra field discrete mathematic computer science programming language geometry,1
unary negation fragment equivalence relation finite model property,daniel danielski emanuel kieroński,consider extension unary negation fragment firstorder logic arbitrarily many binary symbol may require interpret equivalence relation show extension finite model property specifically show every satisfiable formula model doubly exponential size argue satisfiability finite satisfiability problem logic 2exptimecomplete also transfer result restrict variant guard negation fragment equivalence relation,lics,year_2018_2019,2018,logic programming type system,34,0,negation unary operation fragment logic mathematic satisfiability extension predicate logic property philosophy binary relation equivalence formal language equivalence relation discrete mathematic computer science algorithm programming language,1
logic word transduction synthesis,luc dartois emmanuel filiot nathan lhote,introduce logic call express property transduction ie binary relation input output finite word inputoutput dependency model via origin function associate position output word input position originate wellsuite express relation necessarily functional express regular functional transduction ie transduction definable instance deterministic twoway transducer,lics,year_2018_2019,2018,semigroups automata theory,39,0,word group theory computer science position finance function biology binary number binary relation algorithm mathematics algebra field theoretical computer science arithmetic discrete mathematic pure mathematic,4
pseudoquasipolynomial algorithm meanpayoff parity games,laure daviaud martin jurdziński ranko lazić,meanpayoff parity game one two player aim achieve qualitative parity objective minimize quantitative longterm average payoff aka mean payoff game zerosum hence aim player either foil parity objective maximize mean payoff,lics,year_2018_2019,2018,artificial intelligence game,33,0,parity physics repeat game coin flipping game theory,1
causal computational complexity distribute process,romain demangeon nobuko yoshida,noabstract,lics,year_2018_2019,2018,notopic,26,0,nokeyword,2
eager function process,adrien durier daniel hirschkoff davide sangiorgi,study milner encode callbyvalue calculus calculus show tuning encode two subcalculi calculus internal asynchronous local equivalence term induce encode coincide lassen eager normalform bisimilarity extend handle equality behavioural equivalence calculus consider contextual equivalence barb congruence also extend result preorder,lics,year_2018_2019,2018,logic programming type system,61,0,computer science,2
whataposs game theory game model,noauthor,noabstract,lics,year_2018_2019,2018,notopic,0,0,nokeyword,3
one theorem rule unify translation ltl automata,javier esparza jan křetínský salomon sickert,present unified translation ltl formula deterministic rabin automata limitdeterministic bchi automata nondeterministic bchi automata translation yield automata asymptotically optimal size double single exponential respectively three translation derive one single master theorem purely logical nature master theorem decompose language formula positive boolean combination language translate automata elementary mean particular safra rank breakpoint construction use translation need,lics,year_2018_2019,2018,formal method verification,43,0,nondeterministic algorithm automaton mathematics discrete mathematics bchi automaton finitestate machine combinatoric computer science deterministic automaton algorithm theoretical computer science,2
state complexity alternate automata,nathanaël fijalkow,international audience,lics,year_2018_2019,2018,semigroups automata theory,29,0,automaton computer science finitestate machine regular language automata theory theoretical computer science automaton word group theory state computer science complexity class nest word mobile automaton class philosophy quantum finite automata deterministic finite automaton computation discrete mathematic computational complexity theory algorithm mathematics artificial intelligence,1
rational synthesis imperfect information,emmanuel filiot raffaella gentilini jean-françois raskin,paper study rational synthesis problem turnbase multiplayer non zerosum games play finite graph omegaregular objective rationality formalize concept nash equilibrium ne contrary previous work consider general practically relevant case player imperfectly inform sharp contrast perfect information case ne guarantee exist general setting motivate study ne existence problem show problem exptimec parity objective twoplayer case even player imperfectly inform undecidable 2 player study rational synthesis problem show problem also exptimec two imperfectly inform player undecidable 3 player rational synthesis problem consider system player 0 play rational environment compose k player also consider natural case player 0 imperfectly inform state environment environment consider perfectly inform case show exptimec result hold k arbitrary fix also analyse complexity k part input,lics,year_2018_2019,2018,game theory application,33,0,undecidable problem exptime perfect information mathematical economic theory computation nash equilibrium computer science strategic dominance complete information rational agent mathematics computational complexity theory theoretical computer science pspace decidability algorithm artificial intelligence,2
sequential relational decomposition,dror fried axel legay joël ouaknine moshe y. vardi,concept decomposition computer science engineering consider fundamental component computational thinking prevalent design algorithm software construction hardware design propose simple natural formalization sequential decomposition task decompose two sequential subtask first subtask execute second subtask execute task specify mean inputoutput relation define study decomposition problem decide whether give specification sequentially decompose main result decomposition difficult computational problem specifically study decomposition problem three setting input task specify explicitly mean boolean circuit mean automatic relation show first set decomposition npcomplete second set nexptimecomplete third setting evidence suggest undecidable result indicate intuitive idea decomposition systemdesign approach require investigation particular show add human loop ask decomposition hint lower complexity decomposition problem considerably,lics,year_2018_2019,2018,formal method verification,0,0,decomposition undecidable problem computer science task project management theoretical computer science decomposition method queue theory programming language algorithm mathematics discrete mathematic decidability,1
reloc mechanise relational logic finegrained concurrency,dan frumin robbert krebbers lars birkedal,present reloc logic prove refinement program language higherorder state finegraine concurrency polymorphism recursive type core logic judgement e e express program e refine program e type contrast early work refinement language higherorder state concurrency reloc provide type structuredirecte rule manipulate judgement whereas previously proof carry unfold judgement definition model abstract proof rule make simple carry refinement proof moreover introduce logically atomic relational specification novel approach relational specification compound expression take effect single instant time demonstrate formalise prove relational specification reloc allow modular proof reloc build top expressive concurrent separation logic iris allow we leverage feature iris invariant ghost state provide mechanisation logic coq contain proof soundness also tactic interactively carry refinement proof use tactic mechanise several example demonstrate practicality modularity logic,lics,year_2018_2019,2018,notopic,31,0,nokeyword,2
quantitative behavioural reasoning higherorder effectful program applicative distance,francesco gavazzo,paper study quantitative refinement abramskys applicative similarity bisimilarity context generalisation fuzz callbyvalue calculus linear type system express program sensitivity enrich algebraic operation la plotkin power general abstract framework study behavioural relation take value quantale introduce accord lawvere analysis generalise metric space barr notion relator lax extension extend quantalevalue relation adapt extend result field monoidal topology abstract notion quantalevalue effectful applicative similarity bisimilarity define prove compatible generalised metric sense lawvere pseudometric respectively mild condition,lics,year_2018_2019,2018,logic reasoning knowledge,75,0,mathematics context archaeology algebra field extension predicate logic metric unit algebraic number similarity geometry field mathematic pure mathematic discrete mathematic computer science artificial intelligence programming language,1
classical realizability classifier nondeterminism,guillaume geoffroy,show language krivine classical realizability may use specify various form nondeterminism relate property realizability model specifically introduce abstract notion multievaluation relation allow we finely describe various nondeterministic behaviour define hierarchy computational model order degree nondeterminism similar sazonovs degree parallelism show duality structure characteristic boolean algebra realizability model degree nondeterminism underlie computational model,lics,year_2018_2019,2018,logic programming type system,21,0,realizability nondeterministic algorithm algebra field hierarchy duality order theory relation database embed,3
compositional game theory,neil ghani clemens kupke alasdair lambert fredrik nordvall forsberg,extend open game framework compositional game theory encompass also mix strategy make essential use discrete probability distribution monad show result game form symmetric monoidal category use compose probabilistic game parallel sequentially also consider morphism game show intuitive construction give rise functor adjunction pure probabilistic open game,lics,year_2018_2019,2018,game theory application,16,0,probabilistic logic distributive property morphism game theory functor combinatorial game theory nash equilibrium solution concept stochastic game,2
generalize modality recursion,adrien guatto,nakano later modality allow type express output function immediately depend input thus compute fixpoint safe idea guard recursion prove useful various contexts functional programming infinite data structure formulation stepindexe internal type theory categorical model reveal later modality correspond essence simple reindexing discrete time scale,lics,year_2018_2019,2018,logic programming type system,47,0,recursion computer science modality humancomputer interaction functional programming computer science modality type biology category theory theoretical computer science simple philosophy type theory function biology datum type categorical variable mathematic programming language artificial intelligence pure mathematic machine learning,2
two complete axiomatisation purestate qubit quantum computing,amar hadzihasanovic kang feng ng quanlong wang,categorical quantum mechanic place finitedimensional quantum theory context compact close category emphasis diagrammatic reasoning framework two equational diagrammatic calculi propose purestate qubit quantum computing zw calculus develop coecke kissinger first author purpose qubit entanglement classification zx calculus introduce coecke duncan give abstract description complementary observable neither calculus however provide complete axiomatisation model,lics,year_2018_2019,2018,quantum mechanic application,25,0,categorical quantum mechanic diagrammatic reasoning qubit quantum entanglement context archaeology observable categorical variable quantum teleportation quantum computer algebra field quantum calculus dental computer science mathematic quantum mechanic pure mathematic quantum channel physics quantum information science,1
polynomial invariant affine program,ehud hrushovski joël ouaknine amaury pouly james worrell,exhibit algorithm compute strong polynomial algebraic invariant hold location give affine program ie program nondeterministic oppose conditional branching whose assignment give affine expression main tool algebraic result independent interest give finite set rational square matrix dimension show compute zariski closure semigroup generate,lics,year_2018_2019,2018,formal method verification,45,0,mathematics affine transformation dimension graph theory polynomial algebraic number affine hull discrete mathematic affine space algebra field pure mathematic,1
satisfiability multivalue circuit,paweł m. idziak jacek krzaczkowski,satisfiability boolean circuit among know important problem theoretical computer science problem npcomplete general become polynomial time restrict either monotone gate linear gate go outside boolean realm consider circuit build fix set gate arbitrary large finite domain complexity point view strictly connect problem solve equation system equation finite algebra,lics,year_2018_2019,2018,advanced graph theory research,46,0,boolean circuit boolean satisfiability problem circuit minimization boolean function boolean expression boolean domain discrete mathematics monotone polygon mathematics time complexity circuit complexity satisfiability parity function domain mathematical analysis maximum satisfiability problem computer science electronic circuit boolean function twoelement boolean algebra algebra field pure mathematic,1
complete axiomatisation zxcalculus cliffordt quantum mechanic,emmanuel jeandel simon perdrix renaud vilmart,introduce first complete approximately universal diagrammatic language quantum mechanic make zxcalculus diagrammatic language introduce coecke duncan complete socalle cliffordt quantum mechanic add two new axiom language completeness zxcalculus cliffordt quantum mechanic also call 4fragment zxcalculus one main open question categorical quantum mechanic prove completeness fragment use recently study zwcalculus calculus deal integer matrix also prove 4fragment zxcalculus represent exactly matrix finite dimensional extension ring dyadic rational,lics,year_2018_2019,2018,logic programming type system,32,0,categorical quantum mechanic diagrammatic reasoning mathematic completeness order theory axiom calculus dental fragment logic algebra field pure mathematic quantum mechanic quantum computer science geometry quantum process physics mathematical analysis quantum dynamic algorithm,1
typetwo polynomialtime restrict lookahead,bruce m. kapron florian steinberg,noabstract,lics,year_2018_2019,2018,computability logic ai algorithm,0,0,computability oracle class philosophy time complexity mathematic closure psychology polynomial discrete mathematic simple philosophy subroutine computer science combinatoric programming language,1
logical account linear partial differential equation,marie kerjean,differential linear logic dill introduce ehrhard regnier extend linear logic notion linear approximation proof dill classical logic ie involutive negation classical denotational model notion differentiation correspond usual one define smooth function miss solve issue construct model base nuclear topological vector space distribution compact support,lics,year_2018_2019,2018,logic reasoning knowledge,33,0,linear logic negation mathematic classical logic mathematical proof algebra field differential mechanical device pure mathematic discrete mathematic computer science physics,3
free high group homotopy type theory,nicolai kraus thorsten altenkirch,give type homotopy type theory hott define free group loop space suspension 1 equivalently free high group define high inductive type fa constructor unit fa con afafa condition say every consa autoequivalence fa assuming set ie satisfie principle unique identity proof interested question whether fa set well much related open problem hott book 22 ex 82 show approximation question namely fundamental group fa trivial ie fa1 set,lics,year_2018_2019,2018,homotopy cohomology algebraic topology,27,0,homotopy type biology suspension topology type theory space punctuation nconnecte group periodic table identity music homotopy group set abstract datum type,1
conditional valueatrisk reachability mean payoff markov decision process,jan křetínský tobias meggendorfer,present conditional valueatrisk cvar context markov chain markov decision process reachability meanpayoff objective cvar quantifie risk mean expectation worst pquantile use design riskaverse system consider cvar constraint also introduce conjunction expectation constraint quantile constraints valueatrisk var derive low upper bound computational complexity respective decision problem characterize structure strategy term memory randomization,lics,year_2018_2019,2018,bayesian model causal inference,35,0,cvar markov decision process reachability stochastic game quantile expect shortfall context archaeology markov chain mathematical optimization mathematic value risk computer science markov process econometrics mathematical economics economic risk management statistic algorithm finance,1
